View,Version,BU,Customer,Product,Year,Time,Account,Value
Actual,Final,10202,RETAIL,MISC_PROD,FY26,Feb,700110.000,25
Actual,Final,10202,RETAIL,MISC_PROD,FY26,Jan,700200.000,726.7
Actual,Final,10202,RETAIL,MISC_PROD,FY26,Jun,700210.000,399.46
Actual,Final,10202,RETAIL,MISC_PROD,FY26,Mar,700220.000,264.82
Actual,Final,10202,RETAIL,PLUMBING,FY26,Apr,702010.000,26853.02
Actual,Final,10202,RETAIL,PLUMBING,FY26,Feb,702020.000,17377.42
Actual,Final,10202,RETAIL,PLUMBING,FY26,Jan,702030.000,23004.81
Actual,Final,10202,RETAIL,PLUMBING,FY26,Jul,702040.000,24517.76
Actual,Final,10202,RETAIL,PLUMBING,FY26,Jun,702100.000,36638.59
Actual,Final,10202,RETAIL,PLUMBING,FY26,Mar,702110.000,15004.3
Actual,Final,10202,RETAIL,PLUMBING,FY26,May,702120.000,32635.24
Actual,Final,10202,RETAIL,PVF,FY26,Apr,703020.000,6593.78
Actual,Final,10202,RETAIL,PVF,FY26,Feb,703030.000,4628.83
Actual,Final,10202,RETAIL,PVF,FY26,Jan,703100.000,2398.91
Actual,Final,10202,RETAIL,PVF,FY26,Jul,703110.000,2077
Actual,Final,10202,RETAIL,PVF,FY26,Jun,704000.000,2564.85
Actual,Final,10202,RETAIL,PVF,FY26,Mar,704010.000,6914.2
Actual,Final,10202,RETAIL,PVF,FY26,May,710000.000,8062.8
Actual,Final,10202,DIRECT_CUST,PLUMBING,FY26,Apr,700000.000,18.3
Actual,Final,10202,DIRECT_CUST,PLUMBING,FY26,Feb,700010.000,64.2
Actual,Final,10202,DIRECT_CUST,PLUMBING,FY26,Jan,700020.000,599.52
Actual,Final,10202,DIRECT_CUST,PLUMBING,FY26,Jun,700100.000,302.96
Actual,Final,10202,DIRECT_CUST,PLUMBING,FY26,Mar,700110.000,0
Actual,Final,10202,DIRECT_CUST,PVF,FY26,Apr,700210.000,220
Actual,Final,10202,DIRECT_CUST,PVF,FY26,Jun,700220.000,33.2
Actual,Final,10203,COMML,FPROT,FY26,Jun,700240.000,525.68
Actual,Final,10203,COMML,HVACR,FY26,Apr,700310.000,798
Actual,Final,10203,COMML,HVACR,FY26,Feb,700320.000,4.75
Actual,Final,10203,COMML,HVACR,FY26,Jan,701000.000,9.5
Actual,Final,10203,COMML,HVACR,FY26,Jul,702000.000,655.5
Actual,Final,10203,COMML,HVACR,FY26,Jun,702010.000,631.75
Actual,Final,10203,COMML,HVACR,FY26,Mar,702020.000,76
Actual,Final,10203,COMML,HVACR,FY26,May,702030.000,1881
Actual,Final,10203,COMML,HYDRONICS,FY26,Feb,702150.000,948.23
Actual,Final,10203,COMML,HYDRONICS,FY26,Mar,702160.000,71.45
Actual,Final,10203,COMML,MISC_PROD,FY26,Jun,703020.000,1248.24
Actual,Final,10203,COMML,MISC_PROD,FY26,Mar,703030.000,12.5
Actual,Final,10203,COMML,PLUMBING,FY26,Apr,704010.000,-1831.22
Actual,Final,10203,COMML,PLUMBING,FY26,Feb,710000.000,5728.05
Actual,Final,10203,COMML,PLUMBING,FY26,Jan,710010.000,2463.69
Actual,Final,10203,COMML,PLUMBING,FY26,Jul,710020.000,23064.75
Actual,Final,10203,COMML,PLUMBING,FY26,Jun,710030.000,15423.5
Actual,Final,10203,COMML,WATERWORKS,FY26,Jan,700000.000,87161.3
Actual,Final,10203,COMML,WATERWORKS,FY26,Jul,700010.000,827297.77
Actual,Final,10203,COMML,WATERWORKS,FY26,Jun,700020.000,703937.8
Actual,Final,10203,COMML,WATERWORKS,FY26,Mar,700100.000,349418.17
Actual,Final,10203,COMML,WATERWORKS,FY26,May,700110.000,1124158.01
Actual,Final,10203,INDL,PLUMBING,FY26,Feb,701000.000,141.83
Actual,Final,10203,INDL,PLUMBING,FY26,Jan,702000.000,159.54
Actual,Final,10203,INDL,PLUMBING,FY26,Jul,702010.000,1732.71
Actual,Final,10203,INDL,PLUMBING,FY26,Jun,702020.000,-91.44
Actual,Final,10203,INDL,PLUMBING,FY26,May,702030.000,3228.18
Actual,Final,10203,INDL,WATERWORKS,FY26,Apr,702140.000,107.5
Actual,Final,10203,INDL,WATERWORKS,FY26,Feb,702150.000,380.55
Actual,Final,10203,INDL,WATERWORKS,FY26,Jul,702160.000,13579.37
Actual,Final,10203,INDL,WATERWORKS,FY26,Jun,702170.000,47990.21
Actual,Final,10203,INDL,WATERWORKS,FY26,Mar,702170.196,447.66
Actual,Final,10203,INDL,WATERWORKS,FY26,May,703000.000,7707.41
Actual,Final,10203,INST,MISC_PROD,FY26,Jul,710030.000,17.5
Actual,Final,10203,INST,WATERWORKS,FY26,Apr,700010.000,82741.82
Actual,Final,10203,INST,WATERWORKS,FY26,Feb,700020.000,11942.27
Actual,Final,10203,INST,WATERWORKS,FY26,Jan,700100.000,9503.49
Actual,Final,10203,INST,WATERWORKS,FY26,Jul,700110.000,53396.45
Actual,Final,10203,INST,WATERWORKS,FY26,Jun,700200.000,41116.26
Actual,Final,10203,INST,WATERWORKS,FY26,Mar,700210.000,13499.27
Actual,Final,10203,INST,WATERWORKS,FY26,May,700220.000,38528.82
Actual,Final,10203,MISC_CUST,WATERWORKS,FY26,Jul,702020.000,587.4
Actual,Final,10203,MISC_CUST,WATERWORKS,FY26,May,702030.000,464.56
Actual,Final,10203,RESELLER,PVF,FY26,Apr,702120.000,0
Actual,Final,10203,RESELLER,WATERWORKS,FY26,Apr,702130.000,0
Actual,Final,10203,RESELLER,WATERWORKS,FY26,Feb,702140.000,29.91
Actual,Final,10203,RESELLER,WATERWORKS,FY26,Jul,702150.000,3963.16
Actual,Final,10203,RESELLER,WATERWORKS,FY26,Mar,702160.000,25.74
Actual,Final,10203,RESELLER,WATERWORKS,FY26,May,702170.000,5280.6
Actual,Final,10203,RESID,PLUMBING,FY26,Apr,704000.000,121.26
Actual,Final,10203,RESID,PLUMBING,FY26,Feb,704010.000,37.5
Actual,Final,10203,RESID,PLUMBING,FY26,Jan,710000.000,-32.85
Actual,Final,10203,RETAIL,PLUMBING,FY26,Jul,700000.000,3151.16
Actual,Final,10203,RETAIL,PLUMBING,FY26,Jun,700010.000,3105.14
Actual,Final,10203,RETAIL,PLUMBING,FY26,Mar,700020.000,2183.97
Actual,Final,10203,RETAIL,PLUMBING,FY26,May,700100.000,1499.72
Actual,Final,10203,RETAIL,PVF,FY26,Apr,700320.000,560
Actual,Final,10203,RETAIL,PVF,FY26,Jan,701000.000,0
Actual,Final,10203,RETAIL,WATERWORKS,FY26,Apr,702030.000,6736.37
Actual,Final,10203,RETAIL,WATERWORKS,FY26,Feb,702040.000,2463.25
Actual,Final,10203,RETAIL,WATERWORKS,FY26,Jan,702100.000,4974.69
Actual,Final,10203,RETAIL,WATERWORKS,FY26,Jul,702110.000,3249.61
Actual,Final,10203,RETAIL,WATERWORKS,FY26,Jun,702120.000,8176.43
Actual,Final,10203,RETAIL,WATERWORKS,FY26,Mar,702130.000,1341.42
Actual,Final,10203,RETAIL,WATERWORKS,FY26,May,702140.000,6872.61
Actual,Final,10203,DIRECT_CUST,MISC_PROD,FY26,Mar,703100.000,0
Actual,Final,10203,DIRECT_CUST,WATERWORKS,FY26,Mar,703110.000,-127.5
Actual,Final,10204,COMML,FPROT,FY26,Jun,704000.000,1886.49
Actual,Final,10204,COMML,HVACR,FY26,Apr,710000.000,69.82
Actual,Final,10204,COMML,HVACR,FY26,Feb,710010.000,325.52
Actual,Final,10204,COMML,HVACR,FY26,Jan,710020.000,86.96
Actual,Final,10204,COMML,HVACR,FY26,Jul,710030.000,150.77
Actual,Final,10204,COMML,MISC_PROD,FY26,Jun,700000.000,0
Actual,Final,10204,COMML,MISC_PROD,FY26,Mar,700010.000,-1662.34
Actual,Final,10204,COMML,PLUMBING,FY26,Apr,700250.000,5416.36
Actual,Final,10204,COMML,PLUMBING,FY26,Feb,700300.126,14613.61
Actual,Final,10204,COMML,PLUMBING,FY26,Jan,700310.000,3978.99
Actual,Final,10204,COMML,PLUMBING,FY26,Jul,700320.000,5537.35
Actual,Final,10204,COMML,PLUMBING,FY26,Jun,701000.000,3739.25
Actual,Final,10204,COMML,PLUMBING,FY26,Mar,702000.000,1531.01
Actual,Final,10204,COMML,PLUMBING,FY26,May,702010.000,2386.73
Actual,Final,10204,COMML,PVF,FY26,Feb,702160.000,3578.27
Actual,Final,10204,COMML,PVF,FY26,Jan,702170.000,2312.27
Actual,Final,10204,COMML,PVF,FY26,Jul,702170.196,3857.23
Actual,Final,10204,COMML,PVF,FY26,Jun,703000.000,2325.18
Actual,Final,10204,COMML,PVF,FY26,Mar,703010.000,18416.71
Actual,Final,10204,COMML,PVF,FY26,May,703020.000,11118.54
Actual,Final,10204,INDL,MISC_PROD,FY26,Apr,700200.000,260
Actual,Final,10204,INDL,MISC_PROD,FY26,Feb,700210.000,194.55
Actual,Final,10204,INDL,MISC_PROD,FY26,Jan,700220.000,3088.05
Actual,Final,10204,INDL,MISC_PROD,FY26,Jul,700230.000,1108.28
Actual,Final,10204,INDL,MISC_PROD,FY26,Jun,700240.000,-40
Actual,Final,10204,INDL,MISC_PROD,FY26,Mar,700250.000,-1524.66
Actual,Final,10204,INDL,MISC_PROD,FY26,May,700300.126,3027.78
Actual,Final,10204,INDL,PLUMBING,FY26,Apr,702110.000,16101.58
Actual,Final,10204,INDL,PLUMBING,FY26,Feb,702120.000,2186.96
Actual,Final,10204,INDL,PLUMBING,FY26,Jan,702130.000,9694.93
Actual,Final,10204,INDL,PLUMBING,FY26,Jul,702140.000,32534.48
Actual,Final,10204,INDL,PLUMBING,FY26,Jun,702150.000,10830.54
Actual,Final,10204,INDL,PLUMBING,FY26,May,702160.000,14199.45
Actual,Final,10204,INDL,PVF,FY26,Apr,704010.000,13427.35
Actual,Final,10204,INDL,PVF,FY26,Feb,710000.000,8142.12
Actual,Final,10204,INDL,PVF,FY26,Jan,710010.000,3529.11
Actual,Final,10204,INDL,PVF,FY26,Jul,710020.000,20147.29
Actual,Final,10204,INDL,PVF,FY26,Jun,710030.000,10944.45
Actual,Final,10204,INST,FPROT,FY26,Jun,700000.000,175.57
Actual,Final,10204,INST,FPROT,FY26,Mar,700010.000,2207.97
Actual,Final,10204,INST,HVACR,FY26,Apr,700240.000,157
Actual,Final,10204,INST,HVACR,FY26,Feb,700250.000,1440.7
Actual,Final,10204,INST,HVACR,FY26,Jan,700300.126,1418.6
Actual,Final,10204,INST,HVACR,FY26,Jul,700310.000,345.49
Actual,Final,10204,INST,HVACR,FY26,Jun,700320.000,603.15
Actual,Final,10204,INST,HVACR,FY26,Mar,701000.000,64358.27
Actual,Final,10204,INST,HVACR,FY26,May,702000.000,12957.6
Actual,Final,10204,INST,HYDRONICS,FY26,Apr,702150.000,2005.89
Actual,Final,10204,INST,HYDRONICS,FY26,Jan,702160.000,17964.52
Actual,Final,10204,INST,HYDRONICS,FY26,Jul,702170.000,1938.57
Actual,Final,10204,INST,HYDRONICS,FY26,Jun,702170.196,4300.74
Actual,Final,10204,INST,HYDRONICS,FY26,Mar,703000.000,135611.39
Actual,Final,10204,INST,HYDRONICS,FY26,May,703010.000,11910.37
Actual,Final,10204,INST,MISC_PROD,FY26,Apr,710030.000,18240.47
Actual,Final,10204,INST,PVF,FY26,Apr,700020.000,6018.85
Actual,Final,10204,INST,PVF,FY26,Feb,700100.000,4945.09
Actual,Final,10204,INST,PVF,FY26,Jan,700110.000,4154.7
Actual,Final,10204,INST,PVF,FY26,Jul,700200.000,24783.28
Actual,Final,10204,INST,PVF,FY26,Jun,700210.000,9239.77
Actual,Final,10204,INST,PVF,FY26,Mar,700220.000,37342.31
Actual,Final,10204,INST,PVF,FY26,May,700230.000,2590.37
Actual,Final,10204,INST,WATERWORKS,FY26,Feb,702030.000,438.46
Actual,Final,10204,INST,WATERWORKS,FY26,Jan,702040.000,461.29
Actual,Final,10204,INST,WATERWORKS,FY26,Jul,702100.000,699.36
Actual,Final,10204,INST,WATERWORKS,FY26,Mar,702110.000,49968.91
Actual,Final,10204,MISC_CUST,HVACR,FY26,Apr,702160.000,7.04
Actual,Final,10204,MISC_CUST,HVACR,FY26,Jul,702170.000,33.14
Actual,Final,10204,MISC_CUST,HVACR,FY26,Jun,702170.196,6.22
Actual,Final,10204,MISC_CUST,HVACR,FY26,Mar,703000.000,74.48
Actual,Final,10204,MISC_CUST,HVACR,FY26,May,703010.000,195.87
Actual,Final,10204,MISC_CUST,HYDRONICS,FY26,Apr,710000.000,57.8
Actual,Final,10204,MISC_CUST,HYDRONICS,FY26,Feb,710010.000,15.38
Actual,Final,10204,MISC_CUST,HYDRONICS,FY26,Jan,710020.000,8.33
Actual,Final,10204,MISC_CUST,HYDRONICS,FY26,Jun,710030.000,44.93
Actual,Final,10204,MISC_CUST,PVF,FY26,Feb,700000.000,53.16
Actual,Final,10204,MISC_CUST,PVF,FY26,Jan,700010.000,219.62
Actual,Final,10204,MISC_CUST,PVF,FY26,Jul,700020.000,40.5
Actual,Final,10204,MISC_CUST,PVF,FY26,Jun,700100.000,81
Actual,Final,10204,MISC_CUST,PVF,FY26,Mar,700110.000,66.26
Actual,Final,10204,MISC_CUST,PVF,FY26,May,700200.000,54
Actual,Final,10204,RESELLER,HVACR,FY26,Apr,702020.000,0
Actual,Final,10204,RESELLER,HVACR,FY26,Feb,702030.000,222.22
Actual,Final,10204,RESELLER,HVACR,FY26,Jan,702040.000,15.34
Actual,Final,10204,RESELLER,HVACR,FY26,Jul,702100.000,2746.34
Actual,Final,10204,RESELLER,HVACR,FY26,Jun,702110.000,1346.8
Actual,Final,10204,RESELLER,HVACR,FY26,Mar,702120.000,0
Actual,Final,10204,RESELLER,HYDRONICS,FY26,Apr,703000.000,666.1
Actual,Final,10204,RESELLER,HYDRONICS,FY26,Feb,703010.000,478.33
Actual,Final,10204,RESELLER,HYDRONICS,FY26,Jan,703020.000,512.56
Actual,Final,10204,RESELLER,HYDRONICS,FY26,Jun,703030.000,513.1
Actual,Final,10204,RESELLER,HYDRONICS,FY26,Mar,703100.000,93.11
Actual,Final,10204,RESELLER,HYDRONICS,FY26,May,703110.000,579
Actual,Final,10204,RESELLER,PVF,FY26,Jan,700000.000,430.7
Actual,Final,10204,RESELLER,PVF,FY26,Jul,700010.000,201.5
Actual,Final,10204,RESELLER,PVF,FY26,Mar,700020.000,32.72
Actual,Final,10204,RESELLER,PVF,FY26,May,700100.000,122.37
Actual,Final,10204,RESID,FPROT,FY26,Apr,700310.000,347.18
Actual,Final,10204,RESID,FPROT,FY26,Feb,700320.000,348.73
Actual,Final,10204,RESID,FPROT,FY26,Jan,701000.000,211.11
Actual,Final,10204,RESID,FPROT,FY26,Jul,702000.000,879.29
Actual,Final,10204,RESID,FPROT,FY26,Jun,702010.000,414.31
Actual,Final,10204,RESID,FPROT,FY26,Mar,702020.000,184.79
Actual,Final,10204,RESID,FPROT,FY26,May,702030.000,554.99
Actual,Final,10204,RESID,HVACR,FY26,Apr,702170.000,19895.77
Actual,Final,10204,RESID,HVACR,FY26,Feb,702170.196,12150.71
Actual,Final,10204,RESID,HVACR,FY26,Jan,703000.000,18274.42
Actual,Final,10204,RESID,HVACR,FY26,Jul,703010.000,15031.96
Actual,Final,10204,RESID,HVACR,FY26,Jun,703020.000,25951.19
Actual,Final,10204,RESID,HVACR,FY26,Mar,703030.000,15091
Actual,Final,10204,RESID,HVACR,FY26,May,703100.000,12760.18
Actual,Final,10204,RESID,PLUMBING,FY26,Apr,700200.000,85268.69
Actual,Final,10204,RESID,PLUMBING,FY26,Feb,700210.000,90894.3
Actual,Final,10204,RESID,PLUMBING,FY26,Jan,700220.000,125852.18
Actual,Final,10204,RESID,PLUMBING,FY26,Jul,700230.000,99781.41
Actual,Final,10204,RESID,PLUMBING,FY26,Jun,700240.000,107940.46
Actual,Final,10204,RESID,PLUMBING,FY26,Mar,700250.000,129079.64
Actual,Final,10204,RESID,PLUMBING,FY26,May,700300.126,99687.61
Actual,Final,10204,RESID,PVF,FY26,Apr,702110.000,4177.22
Actual,Final,10204,RESID,PVF,FY26,Feb,702120.000,3609.41
Actual,Final,10204,RESID,PVF,FY26,Jan,702130.000,4458.66
Actual,Final,10204,RESID,PVF,FY26,Jul,702140.000,7922.4
Actual,Final,10204,RESID,PVF,FY26,Jun,702150.000,7979.57
Actual,Final,10204,RESID,PVF,FY26,May,702160.000,8458.7
Actual,Final,10204,RESID,WATERWORKS,FY26,Apr,704010.000,137.94
Actual,Final,10204,RESID,WATERWORKS,FY26,Jan,710000.000,4320
Actual,Final,10204,RESID,WATERWORKS,FY26,Jun,710010.000,32
Actual,Final,10204,RESID,WATERWORKS,FY26,May,710020.000,447
Actual,Final,10204,RETAIL,HYDRONICS,FY26,Apr,700200.000,2115.16
Actual,Final,10204,RETAIL,HYDRONICS,FY26,Feb,700210.000,1129.12
Actual,Final,10204,RETAIL,HYDRONICS,FY26,Jan,700220.000,2123.32
Actual,Final,10204,RETAIL,HYDRONICS,FY26,Jul,700230.000,16072.28
Actual,Final,10204,RETAIL,HYDRONICS,FY26,Jun,700240.000,4350.35
Actual,Final,10204,RETAIL,HYDRONICS,FY26,Mar,700250.000,3558.65
Actual,Final,10204,RETAIL,HYDRONICS,FY26,May,700300.126,4739.33
Actual,Final,10204,RETAIL,MISC_PROD,FY26,Apr,702110.000,226.31
Actual,Final,10204,RETAIL,MISC_PROD,FY26,Feb,702120.000,15
Actual,Final,10204,RETAIL,MISC_PROD,FY26,Jan,702130.000,-83.85
Actual,Final,10204,RETAIL,MISC_PROD,FY26,Jul,702140.000,1419.47
Actual,Final,10204,RETAIL,MISC_PROD,FY26,Jun,702150.000,284
Actual,Final,10204,RETAIL,MISC_PROD,FY26,May,702160.000,75
Actual,Final,10204,RETAIL,PLUMBING,FY26,Apr,704010.000,41452.75
Actual,Final,10204,RETAIL,PLUMBING,FY26,Feb,710000.000,24319.65
Actual,Final,10204,RETAIL,PLUMBING,FY26,Jan,710010.000,34867.66
Actual,Final,10204,RETAIL,PLUMBING,FY26,Jul,710020.000,40267.09
Actual,Final,10204,RETAIL,PLUMBING,FY26,Jun,710030.000,26114.06
Actual,Final,10204,RETAIL,WATERWORKS,FY26,Jul,700000.000,15.78
Actual,Final,10204,RETAIL,WATERWORKS,FY26,Jun,700010.000,183.18
Actual,Final,10204,RETAIL,WATERWORKS,FY26,May,700020.000,-559.3
Actual,Final,10204,DIRECT_CUST,HVACR,FY26,Mar,700240.000,-4799.49
Actual,Final,10204,DIRECT_CUST,HYDRONICS,FY26,Jan,700300.126,0
Actual,Final,10204,DIRECT_CUST,HYDRONICS,FY26,Mar,700310.000,0
Actual,Final,10204,DIRECT_CUST,PLUMBING,FY26,Apr,700320.000,105.8
Actual,Final,10204,DIRECT_CUST,PLUMBING,FY26,Feb,701000.000,37.32
Actual,Final,10204,DIRECT_CUST,PLUMBING,FY26,Jan,702000.000,0
Actual,Final,10204,DIRECT_CUST,PLUMBING,FY26,Jul,702010.000,3.38
Actual,Final,10204,DIRECT_CUST,PLUMBING,FY26,Jun,702020.000,33.9
Actual,Final,10204,DIRECT_CUST,PLUMBING,FY26,Mar,702030.000,150.4
Actual,Final,10204,DIRECT_CUST,PVF,FY26,Jan,702120.000,0
Actual,Final,10204,DIRECT_CUST,PVF,FY26,May,702130.000,174.2
Actual,Final,10205,COMML,FPROT,FY26,Feb,702140.000,188.15
Actual,Final,10205,COMML,FPROT,FY26,Jun,702150.000,52.7
Actual,Final,10205,COMML,FPROT,FY26,May,702160.000,381.3
Actual,Final,10205,COMML,HVACR,FY26,Apr,703000.000,210.36
Actual,Final,10205,COMML,HVACR,FY26,Feb,703010.000,36.21
Actual,Final,10205,COMML,HVACR,FY26,Jan,703020.000,22.37
Actual,Final,10205,COMML,HVACR,FY26,Jul,703030.000,-485.26
Actual,Final,10205,COMML,HVACR,FY26,Jun,703100.000,17.04
Actual,Final,10205,COMML,HVACR,FY26,Mar,703110.000,23.74
Actual,Final,10205,COMML,HVACR,FY26,May,704000.000,1004.91
Actual,Final,10205,COMML,PLUMBING,FY26,Feb,700000.000,15518.32
Actual,Final,10205,COMML,PLUMBING,FY26,Jan,700010.000,17154.89
Actual,Final,10205,COMML,PLUMBING,FY26,Jul,700020.000,21417.76
Actual,Final,10205,COMML,PLUMBING,FY26,Jun,700100.000,15207.85
Actual,Final,10205,COMML,PLUMBING,FY26,Mar,700110.000,15862.49
Actual,Final,10205,COMML,PLUMBING,FY26,May,700200.000,15872.13
Actual,Final,10205,COMML,PVF,FY26,Apr,702000.000,967.02
Actual,Final,10205,COMML,PVF,FY26,Feb,702010.000,4479.56
Actual,Final,10205,COMML,PVF,FY26,Jan,702020.000,200.5
Actual,Final,10205,COMML,PVF,FY26,Jul,702030.000,1627.12
Actual,Final,10205,COMML,PVF,FY26,Jun,702040.000,335.85
Actual,Final,10205,COMML,PVF,FY26,Mar,702100.000,179.42
Actual,Final,10205,COMML,PVF,FY26,May,702110.000,430.58
Actual,Final,10205,COMML,WATERWORKS,FY26,Apr,703010.000,25
Actual,Final,10205,COMML,WATERWORKS,FY26,Jan,703020.000,201.6
Actual,Final,10205,INDL,HYDRONICS,FY26,Apr,710010.000,169.48
Actual,Final,10205,INDL,HYDRONICS,FY26,Feb,710020.000,2710.71
Actual,Final,10205,INDL,HYDRONICS,FY26,Jan,710030.000,2112.39
Actual,Final,10205,INST,FPROT,FY26,Apr,700200.000,213.44
Actual,Final,10205,INST,HVACR,FY26,Feb,700230.000,1666.67
Actual,Final,10205,INST,HYDRONICS,FY26,Apr,700300.126,6924.58
Actual,Final,10205,INST,HYDRONICS,FY26,Feb,700310.000,943.26
Actual,Final,10205,INST,HYDRONICS,FY26,Jan,700320.000,-1986.45
Actual,Final,10205,INST,HYDRONICS,FY26,Jul,701000.000,1654.04
Actual,Final,10205,INST,HYDRONICS,FY26,Jun,702000.000,446.7
Actual,Final,10205,INST,HYDRONICS,FY26,Mar,702010.000,13064.35
Actual,Final,10205,INST,MISC_PROD,FY26,Apr,702150.000,125
Actual,Final,10205,INST,PLUMBING,FY26,Apr,702170.196,1086.17
Actual,Final,10205,INST,PLUMBING,FY26,Feb,703000.000,1259.29
Actual,Final,10205,INST,PLUMBING,FY26,Jan,703010.000,1220.93
Actual,Final,10205,INST,PLUMBING,FY26,Jul,703020.000,1328.47
Actual,Final,10205,INST,PLUMBING,FY26,Jun,703030.000,2988.25
Actual,Final,10205,INST,PLUMBING,FY26,Mar,703100.000,4858.09
Actual,Final,10205,INST,PLUMBING,FY26,May,703110.000,916.65
Actual,Final,10205,MISC_CUST,HYDRONICS,FY26,Jul,700000.000,206.22
Actual,Final,10205,MISC_CUST,HYDRONICS,FY26,Jun,700010.000,5.32
Actual,Final,10205,MISC_CUST,HYDRONICS,FY26,Mar,700020.000,74.1
Actual,Final,10205,MISC_CUST,HYDRONICS,FY26,May,700100.000,115.1
Actual,Final,10205,MISC_CUST,PLUMBING,FY26,Apr,700320.000,1655.42
Actual,Final,10205,MISC_CUST,PLUMBING,FY26,Feb,701000.000,2457.82
Actual,Final,10205,MISC_CUST,PLUMBING,FY26,Jan,702000.000,987.17
Actual,Final,10205,MISC_CUST,PLUMBING,FY26,Jul,702010.000,2652.17
Actual,Final,10205,MISC_CUST,PLUMBING,FY26,Jun,702020.000,2515.57
Actual,Final,10205,MISC_CUST,PLUMBING,FY26,Mar,702030.000,862.51
Actual,Final,10205,MISC_CUST,PLUMBING,FY26,May,702040.000,629.56
Actual,Final,10205,MISC_CUST,PVF,FY26,Feb,702170.196,486.07
Actual,Final,10205,MISC_CUST,PVF,FY26,Jan,703000.000,160.58
Actual,Final,10205,MISC_CUST,PVF,FY26,Jun,703010.000,22
Actual,Final,10205,MISC_CUST,PVF,FY26,Mar,703020.000,6.77
Actual,Final,10205,RESID,FPROT,FY26,Jun,700000.000,2223.6
Actual,Final,10205,RESID,FPROT,FY26,Mar,700010.000,42.16
Actual,Final,10205,RESID,HVACR,FY26,Apr,700240.000,228
Actual,Final,10205,RESID,HVACR,FY26,Feb,700250.000,2786.29
Actual,Final,10205,RESID,HVACR,FY26,Jan,700300.126,136.37
Actual,Final,10205,RESID,HVACR,FY26,Jul,700310.000,108.75
Actual,Final,10205,RESID,HVACR,FY26,Mar,700320.000,5587.5
Actual,Final,10205,RESID,HVACR,FY26,May,701000.000,-28
Actual,Final,10205,RESID,HYDRONICS,FY26,Apr,702130.000,12263.44
Actual,Final,10205,RESID,HYDRONICS,FY26,Feb,702140.000,30363.58
Actual,Final,10205,RESID,HYDRONICS,FY26,Jan,702150.000,50358.42
Actual,Final,10205,RESID,HYDRONICS,FY26,Jun,702160.000,17946.06
Actual,Final,10205,RESID,HYDRONICS,FY26,Mar,702170.000,10950.89
Actual,Final,10205,RESID,HYDRONICS,FY26,May,702170.196,12211.91
Actual,Final,10205,RESID,MISC_PROD,FY26,Apr,710010.000,12
Actual,Final,10205,RESID,MISC_PROD,FY26,Feb,710020.000,1693.83
Actual,Final,10205,RESID,MISC_PROD,FY26,Jan,710030.000,-40
Actual,Final,10205,RESID,PVF,FY26,May,700000.000,2660.72
Actual,Final,10205,RESID,WATERWORKS,FY26,Jul,700250.000,290.8
Actual,Final,10205,RESID,WATERWORKS,FY26,May,700300.126,263.42
Actual,Final,10205,RETAIL,FPROT,FY26,Apr,700320.000,83.57
Actual,Final,10205,RETAIL,FPROT,FY26,Mar,701000.000,42.16
Actual,Final,10205,RETAIL,HVACR,FY26,Apr,702110.000,18.4
Actual,Final,10205,RETAIL,HVACR,FY26,Feb,702120.000,445.3
Actual,Final,10205,RETAIL,HVACR,FY26,Jan,702130.000,1382.02
Actual,Final,10205,RETAIL,HVACR,FY26,Jul,702140.000,4.76
Actual,Final,10205,RETAIL,HVACR,FY26,Jun,702150.000,904.74
Actual,Final,10205,RETAIL,HVACR,FY26,May,702160.000,495.62
Actual,Final,10205,RETAIL,HYDRONICS,FY26,Apr,704010.000,6834.46
Actual,Final,10205,RETAIL,HYDRONICS,FY26,Feb,710000.000,4356.47
Actual,Final,10205,RETAIL,HYDRONICS,FY26,Jan,710010.000,2296.96
Actual,Final,10205,RETAIL,HYDRONICS,FY26,Jul,710020.000,2369.4
Actual,Final,10205,RETAIL,HYDRONICS,FY26,Jun,710030.000,2032.79
Actual,Final,10205,RETAIL,PVF,FY26,Apr,700110.000,510.85
Actual,Final,10205,RETAIL,PVF,FY26,Feb,700200.000,295.11
Actual,Final,10205,RETAIL,PVF,FY26,Jan,700210.000,-479.97
Actual,Final,10205,RETAIL,PVF,FY26,Jul,700220.000,178.45
Actual,Final,10205,RETAIL,PVF,FY26,Jun,700230.000,536.35
Actual,Final,10205,RETAIL,PVF,FY26,Mar,700240.000,97.12
Actual,Final,10205,RETAIL,PVF,FY26,May,700250.000,114.59
Actual,Final,10205,RETAIL,WATERWORKS,FY26,Jun,702100.000,171.9
Actual,Final,10205,RETAIL,WATERWORKS,FY26,May,702110.000,307.38
Actual,Final,10205,DIRECT_CUST,PLUMBING,FY26,Jan,702140.000,372.6
Actual,Final,10205,DIRECT_CUST,PLUMBING,FY26,Jun,702150.000,121.09
Actual,Final,10205,DIRECT_CUST,PLUMBING,FY26,May,702160.000,52.32
Actual,Final,10205,DIRECT_CUST,PVF,FY26,May,703020.000,27.06
Actual,Final,10206,COMML,FPROT,FY26,Feb,703030.000,425
Actual,Final,10206,COMML,FPROT,FY26,Jan,703100.000,113.3
Actual,Final,10206,COMML,FPROT,FY26,Jul,703110.000,1241.89
Actual,Final,10206,COMML,FPROT,FY26,Jun,704000.000,147.32
Actual,Final,10206,COMML,FPROT,FY26,Mar,704010.000,463.99
Actual,Final,10206,COMML,MISC_PROD,FY26,Jun,700000.000,4280.07
